# Displaying trades for selected time interval: All
name,date,quantity,price,state
Papyrus,2025-12-18 02:57 PM,1,22,BOUGHT
Papyrus,2025-12-20 10:11 PM,1,40,BOUGHT
# Total profit: 0

Nardah teleport,2025-12-18 02:21 PM,1,51511,BOUGHT
Nardah teleport,2025-12-18 02:36 PM,1,49083,BOUGHT
Nardah teleport,2025-12-18 02:41 PM,1,51000,BOUGHT
Nardah teleport,2025-12-18 02:58 PM,1,51580,BOUGHT
# Total profit: 0

Bag of salt,2025-12-18 02:19 PM,1,23,BOUGHT
# Total profit: 0

Bucket of sap,2025-12-18 02:19 PM,1,748,BOUGHT
# Total profit: 0

Leather,2025-12-18 01:57 PM,1,279,BOUGHT
Leather,2026-01-11 09:10 AM,1,248,BOUGHT
# Total profit: 0

Coal,2025-12-18 01:56 PM,1,242,BOUGHT
Coal,2025-12-18 01:56 PM,3,247,BOUGHT
Coal,2025-12-20 09:59 AM,8,266,BOUGHT
Coal,2025-12-20 10:24 AM,6,267,BOUGHT
Coal,2025-12-20 04:57 PM,1,245,BOUGHT
Coal,2025-12-20 04:58 PM,10,246,BOUGHT
Coal,2025-12-24 11:05 AM,20,224,BOUGHT
Coal,2026-01-16 02:27 PM,2327,290,SOLD
Coal,2026-01-17 09:26 AM,13000,280,BOUGHT
Coal,2026-01-17 09:58 AM,13000,281,SOLD
Coal,2026-01-31 04:43 PM,652,275,CANCELLED_BUY
Coal,2026-01-31 05:19 PM,652,290,SOLD
Coal,2026-01-31 06:27 PM,12348,271,BOUGHT
Coal,2026-01-31 06:33 PM,12348,273,SOLD
# Total profit: 88514

Pest control teleport,2025-12-17 08:49 AM,10,1330,BOUGHT
# Total profit: 0

Ham robe,2025-12-16 08:50 PM,1,499,BOUGHT
# Total profit: 0

Ham shirt,2025-12-16 08:49 PM,1,1,BOUGHT
# Total profit: 0

Ham hood,2025-12-16 08:49 PM,1,150,BOUGHT
# Total profit: 0

Ham logo,2025-12-16 08:48 PM,1,3250,BOUGHT
Ham logo,2025-12-16 08:49 PM,1,3250,BOUGHT
# Total profit: 0

Ham boots,2025-12-16 08:48 PM,1,4250,BOUGHT
Ham boots,2025-12-16 08:49 PM,1,4250,BOUGHT
# Total profit: 0

Ham cloak,2025-12-16 08:48 PM,1,3470,BOUGHT
Ham cloak,2025-12-16 08:49 PM,1,3297,BOUGHT
# Total profit: 0

Ham gloves,2025-12-16 08:48 PM,1,2500,BOUGHT
Ham gloves,2025-12-16 08:49 PM,1,2500,BOUGHT
# Total profit: 0

Arceuus library teleport,2025-12-16 08:28 PM,1,2145,BOUGHT
# Total profit: 0

Necklace of passage(5),2025-12-16 07:01 PM,1,1323,BOUGHT
# Total profit: 0

Sapphire amulet,2025-12-16 07:00 PM,1,509,BOUGHT
# Total profit: 0

Oak longbow,2025-12-16 06:21 PM,1,74,BOUGHT
# Total profit: 0

Yellow dye,2025-12-16 06:21 PM,3,125,BOUGHT
# Total profit: 0

Red dye,2025-12-16 06:21 PM,3,225,BOUGHT
Red dye,2025-12-30 06:58 PM,1,202,BOUGHT
# Total profit: 0

Blue dye,2025-12-16 06:20 PM,3,599,BOUGHT
# Total profit: 0

Spade,2025-12-16 06:19 PM,1,1,BOUGHT
Spade,2026-01-16 06:49 PM,1,88,SOLD
# Total profit: 87

Bowl of water,2025-12-16 06:19 PM,1,25,BOUGHT
Bowl of water,2025-12-19 10:21 AM,1,70,BOUGHT
# Total profit: 0

Bucket of milk,2025-12-16 06:16 PM,1,44,BOUGHT
Bucket of milk,2025-12-19 10:20 AM,1,43,BOUGHT
Bucket of milk,2025-12-19 11:26 AM,1,43,BOUGHT
Bucket of milk,2026-01-09 11:58 PM,1,40,BOUGHT
Bucket of milk,2026-01-10 05:38 PM,1,38,BOUGHT
# Total profit: 0

Bones,2025-12-16 06:02 PM,10,31,BOUGHT
Bones,2025-12-20 10:39 PM,3,33,BOUGHT
Bones,2026-01-16 04:16 PM,7,39,BOUGHT
# Total profit: 0

Pot,2025-12-16 05:34 PM,8,30,BOUGHT
Pot,2025-12-19 11:27 AM,1,30,BOUGHT
Pot,2025-12-30 11:51 PM,27,56,BOUGHT
# Total profit: 0

Draynor manor teleport,2025-12-16 04:13 PM,2,2149,BOUGHT
# Total profit: 0

Bat bones,2025-12-16 03:48 PM,1,527,BOUGHT
Bat bones,2025-12-20 02:52 PM,1,210,BOUGHT
Bat bones,2025-12-20 06:20 PM,1,375,BOUGHT
# Total profit: 0

Bucket of wax,2025-12-16 03:47 PM,1,1065,BOUGHT
# Total profit: 0

Bread,2025-12-16 03:27 PM,10,64,BOUGHT
Bread,2025-12-16 03:47 PM,1,52,BOUGHT
# Total profit: 0

Iron bar,2025-12-16 03:26 PM,1,199,BOUGHT
Iron bar,2025-12-20 04:59 PM,10,197,BOUGHT
# Total profit: 0

Premade blurb' sp.,2025-12-16 03:26 PM,1,1180,BOUGHT
# Total profit: 0

Logs,2025-12-16 03:04 PM,1,61,BOUGHT
Logs,2025-12-16 05:34 PM,1,63,BOUGHT
Logs,2025-12-16 05:35 PM,7,63,BOUGHT
# Total profit: 0

Jug of water,2025-12-16 03:04 PM,1,23,BOUGHT
# Total profit: 0

Oak logs,2025-12-16 02:47 PM,3,32,BOUGHT
# Total profit: 0

Wool,2025-12-16 02:47 PM,1,40,BOUGHT
# Total profit: 0

Leather gloves,2025-12-16 02:32 PM,1,2,BOUGHT
# Total profit: 0

Cheese,2025-12-16 02:32 PM,1,42,BOUGHT
Cheese,2025-12-19 11:25 AM,4,42,BOUGHT
Cheese,2026-01-10 05:37 PM,4,69,BOUGHT
# Total profit: 0

Adamant arrow,2025-12-16 01:24 PM,1,60,BOUGHT
Adamant arrow,2026-01-16 07:19 PM,13,84,SOLD
Adamant arrow,2026-01-16 08:04 PM,1041,85,BUYING
# Total profit: 12

Harralander potion (unf),2025-12-16 01:24 PM,1,900,BOUGHT
Harralander potion (unf),2026-01-10 04:54 PM,1,750,BOUGHT
# Total profit: 0

Kwuarm potion (unf),2025-12-16 01:21 PM,1,3800,BOUGHT
Kwuarm potion (unf),2025-12-16 01:24 PM,1,3822,SOLD
# Total profit: 22

Amulet of glory(6),2025-12-16 01:14 PM,1,13910,BOUGHT
Amulet of glory(6),2025-12-16 01:15 PM,1,13650,BOUGHT
# Total profit: 0

Black d'hide body,2025-12-16 05:07 PM,100,7065,BOUGHT
Black d'hide body,2026-01-31 06:51 PM,70,6250,BOUGHT
Black d'hide body,2026-01-31 06:51 PM,70,6436,SOLD
# Total profit: -44030

Red d'hide body,2025-12-16 01:40 PM,40,5700,CANCELLED_BUY
Red d'hide body,2025-12-18 12:27 AM,150,5700,BOUGHT
Red d'hide body,2025-12-18 01:56 PM,70,5700,CANCELLED_BUY
Red d'hide body,2025-12-18 08:16 PM,70,5760,CANCELLED_BUY
Red d'hide body,2025-12-19 06:06 PM,350,5648,CANCELLED_BUY
Red d'hide body,2025-12-21 09:33 AM,593,5593,CANCELLED_BUY
Red d'hide body,2025-12-23 09:39 AM,206,5434,BOUGHT
Red d'hide body,2026-01-16 07:35 PM,310,5782,SOLD
# Total profit: 22420

Rune arrow,2026-01-16 06:38 PM,12,218,SOLD
Rune arrow,2026-01-31 05:07 PM,11000,103,BOUGHT
Rune arrow,2026-01-31 05:16 PM,11000,107,SOLD
# Total profit: 45332

Silk,2025-12-16 06:19 PM,1,17,BOUGHT
Silk,2025-12-30 07:06 PM,1,31,BOUGHT
# Total profit: 0

Coif,2026-01-16 06:50 PM,2,20,SOLD
# Total profit: 0

Iron arrow,2026-01-16 07:42 PM,6600,8,SOLD
# Total profit: 0

Yew shortbow,2026-01-16 07:00 PM,1,371,SOLD
# Total profit: 0

Rune crossbow,2026-01-16 07:42 PM,1,9035,SOLD
# Total profit: 0

Green d'hide vambraces,2026-01-16 07:07 PM,1,1215,SOLD
# Total profit: 0

Green d'hide body,2026-01-16 07:03 PM,1,4239,SOLD
# Total profit: 0

Varrock teleport,2026-01-13 08:02 PM,1,545,BOUGHT
Varrock teleport,2026-01-13 08:02 PM,100,545,BOUGHT
Varrock teleport,2026-01-14 05:51 PM,1,550,BOUGHT
# Total profit: 0

Prayer potion(4),2026-01-10 04:02 PM,10,7828,BOUGHT
Prayer potion(4),2026-01-16 05:48 PM,2,8000,BOUGHT
# Total profit: 0

Death rune,2026-01-17 07:42 AM,25000,119,BOUGHT
Death rune,2026-01-17 08:07 AM,110,121,CANCELLED_SELL
Death rune,2026-01-17 08:17 AM,24890,120,SOLD
Death rune,2026-01-31 12:17 PM,17366,144,BOUGHT
Death rune,2026-01-31 02:29 PM,17366,145,SOLD
Death rune,2026-01-31 04:00 PM,16550,146,BOUGHT
Death rune,2026-01-31 04:13 PM,16550,148,SOLD
Death rune,2026-01-31 04:43 PM,8450,147,CANCELLED_BUY
Death rune,2026-01-31 04:44 PM,8450,148,SOLD
Death rune,2026-01-31 08:27 PM,11643,147,BOUGHT
Death rune,2026-01-31 08:28 PM,11643,148,SOLD
Death rune,2026-01-31 08:41 PM,5057,146,BOUGHT
Death rune,2026-01-31 08:43 PM,5057,147,SOLD
Death rune,2026-01-31 08:47 PM,1155,145,CANCELLED_BUY
Death rune,2026-01-31 08:47 PM,1155,148,SOLD
Death rune,2026-01-31 08:48 PM,5631,146,BOUGHT
Death rune,2026-01-31 08:49 PM,5631,148,SOLD
# Total profit: 115453

Plank,2025-12-20 08:36 PM,2,173,BOUGHT
Plank,2025-12-21 12:06 AM,1,171,BOUGHT
Plank,2025-12-21 12:06 AM,1,171,BOUGHT
Plank,2025-12-21 12:06 AM,1,171,BOUGHT
Plank,2025-12-22 10:32 PM,2,179,BOUGHT
Plank,2026-01-10 09:41 PM,3,157,BOUGHT
Plank,2026-01-16 07:54 PM,28,150,SOLD
# Total profit: -188

Rope,2025-12-16 01:45 PM,1,32,BOUGHT
Rope,2025-12-20 12:28 PM,1,32,BOUGHT
Rope,2025-12-20 02:52 PM,2,25,BOUGHT
Rope,2025-12-20 10:10 PM,1,32,BOUGHT
Rope,2025-12-21 12:36 AM,2,35,BOUGHT
Rope,2025-12-26 09:20 AM,9,69,BOUGHT
Rope,2025-12-26 12:08 PM,1,35,BOUGHT
Rope,2026-01-10 10:59 AM,1,35,BOUGHT
# Total profit: 0

Apples(5),2025-12-16 01:31 PM,4,352,BOUGHT
Apples(5),2025-12-18 11:06 AM,6,386,BOUGHT
Apples(5),2025-12-21 09:35 AM,5,402,BOUGHT
# Total profit: 0

Willow sapling,2025-12-16 01:30 PM,4,737,BOUGHT
Willow sapling,2025-12-18 11:06 AM,5,770,BOUGHT
Willow sapling,2025-12-19 09:42 AM,2,742,BOUGHT
Willow sapling,2025-12-21 09:35 AM,5,797,BOUGHT
# Total profit: 0

Tomatoes(5),2025-12-16 01:31 PM,1,380,BOUGHT
# Total profit: 0

Oak sapling,2025-12-16 01:30 PM,1,647,BOUGHT
Oak sapling,2026-01-16 06:50 PM,1,460,SOLD
# Total profit: -187

Skills necklace(6),2025-12-16 01:08 PM,1203,12172,SOLD
Skills necklace(6),2025-12-16 01:11 PM,11,12100,CANCELLED_BUY
Skills necklace(6),2025-12-16 01:12 PM,11,12172,SOLD
Skills necklace(6),2025-12-16 01:16 PM,9,12172,SOLD
Skills necklace(6),2025-12-16 01:16 PM,26,12102,CANCELLED_BUY
Skills necklace(6),2025-12-16 01:18 PM,23,12172,SOLD
Skills necklace(6),2025-12-16 01:18 PM,22,12120,CANCELLED_BUY
Skills necklace(6),2025-12-16 01:24 PM,16,12172,SOLD
Skills necklace(6),2025-12-16 05:15 PM,1000,12101,BOUGHT
Skills necklace(6),2025-12-16 06:07 PM,1000,12180,SOLD
Skills necklace(6),2025-12-16 08:18 PM,480,12101,BOUGHT
Skills necklace(6),2025-12-19 06:08 PM,1,12115,SOLD
Skills necklace(6),2025-12-20 09:51 AM,487,12115,SOLD
Skills necklace(6),2025-12-20 07:05 PM,4,12000,CANCELLED_BUY
Skills necklace(6),2025-12-20 07:05 PM,4,12143,SOLD
Skills necklace(6),2025-12-20 10:10 PM,496,12001,BOUGHT
Skills necklace(6),2025-12-20 10:10 PM,8,12143,CANCELLED_SELL
Skills necklace(6),2025-12-20 10:23 PM,488,12143,SOLD
Skills necklace(6),2025-12-20 11:37 PM,70,12142,SOLD
Skills necklace(6),2025-12-21 12:04 AM,48,12143,SOLD
Skills necklace(6),2025-12-21 09:28 AM,182,12143,SOLD
Skills necklace(6),2025-12-21 09:47 AM,300,12001,CANCELLED_BUY
Skills necklace(6),2026-01-09 11:13 PM,1,12640,BOUGHT
Skills necklace(6),2026-01-10 02:33 AM,1,12638,BOUGHT
Skills necklace(6),2026-01-10 09:44 PM,1,12592,BOUGHT
Skills necklace(6),2026-01-15 08:33 PM,1,12899,BOUGHT
# Total profit: 246942

